id_Cliente,Nome,DataCriacao,CodigoPostal,Cidade,Pais,NIF
843,Zaira Kamerling,2014-10-23,4515,gondomar,PT,155327022
844,Larkin Clapper,2014-11-05," 4600",amarante,PT,331541366
845,Katelin Stechuchak,2014-11-21,4550,castelo paiva,PT,331178180
846,Constantin Cabreros,2014-11-28,4795,vila das aves,PT,327883882
847,Kevon Varian,2014-11-28,4410,arcozelo vng,PT,631656215
848,Scotty Cafferty,2014-12-04,4445,"ermesinde ",PT,706824076
849,Montana Dazzi,2014-12-12,4400,vila nova de gaia,PT,214244454
850,Adel Chavera,2015-03-17,4495,amorim,PT,624027347
851,Lauretta Patrowski,2015-04-06,4490,povoa de varzim,PT,NULL
852,Eliane Sharp,2015-08-31,4471,maia,PT,NULL
853,Demarco Lefebure,2015-10-02,4600,NULL,PT,677840805
854,Jedediah Neufville,2015-10-09,4825,santo tirso,PT,742645525
855,Millie Corsoro,2015-10-23,4430,"vila nova de gaia ",PT,NULL
856,Veda Dols,2015-10-23,4414,serzedo vng,PT,641044188
857,Clara Lofwall,2016-01-27,4745,s. romão do coronado,PT,NULL
858,Shon Wildey,2016-02-05,4615,lixa,PT,212541121
859,Damian Howell,2016-02-16,4425,s. pedro de fins,PT,241452554
860,Glynis Geach,2016-03-24,4585,baltar,PT,233028404
861,Lucero Leavelle,2016-04-07,4475,maia,PT,041418204
862,Jairo Hamre,2016-04-20,4435,rio tinto-gondomar,PT,741517535
863,Jyotsana Kobernick,2004-08-25,,castelo branco,PT,NULL
864,David Mcgrevey,2004-08-26,6200,covilha,PT,NULL
865,Rahsaan Brokins,2004-10-04,6250,belmonte,PT,153178528
866,Tania Parrigan,2004-10-27,6230,fundão,PT,NULL
867,Xaver Templeman,2005-03-22,6001,castelo branco,PT,053660738
868,Olalla James,2005-04-01,6000,castelo branco,PT,NULL
869,Nicoletta Mercado,2006-02-06,6030,vila velha de rodão,PT,823665374
870,Johnson Mataka,2006-11-09,6200,covilhã,PT,387117384
871,Jettie Mannine,2007-03-06,,covilhã,PT,657337283
872,Everett Sheltra,2007-11-30,6230,fundão,PT,533022401
873,Jewel Sanfratello,2008-07-30,6250,colmeal da torre,PT,386202011
874,Hilde Study,2009-07-14,6060,idanha-a-nova,PT,176751154
875,Blanch Simmens,2010-02-17,6200,covilhã,PT,NULL
876,Sadie Schmidt,2011-03-01,6000,castelo branco,PT,NULL
877,Tyrel Dominik,2012-11-23,6100,.,PT,NULL
878,Merton Devasier,2013-02-06,6230,.,PT,NULL
879,Edith Rather,2013-05-30,6100,sertã,PT,NULL
880,Izzy Blackburn,2013-11-18,6100,sertã,PT,NULL
881,Royale Mashiah,2014-06-04,6000,castelo branco,PT,NULL
882,Quanna Seppa,2014-09-03,6150,proença-a-nova,PT,NULL
883,Walt Rodger,2016-03-24,6030,perais,PT,NULL
884,Jewel Preskitt,2016-09-21,6100,sertã,PT,NULL
885,Maurice Roache,2017-02-15,6110,vila de rei,PT,212107423
886,Clarice Wixted,2018-01-26,6030,vila velha de ródão,PT,518888463
887,Arvel Jess,2018-02-14,6100,sertã,PT,341441578
888,Brant Nordmann,2018-04-26,6000,"cebolais de cima ",PT,NULL
889,Isom Degrace,2018-08-28,6200,tortosendo,PT,800685778
890,Gerlach Selvester,2018-12-03,6160,oleiros,PT,NULL
891,Jameela Rauhe,2018-12-03,6100,sertã,PT,NULL
892,Rikki Longhofer,2019-03-19,6000,cebolais de cima,PT,174780567
893,Calogero Purcella,2019-07-22,6200,tortosendo,PT,780587144
894,Ronald Rodtha,2004-03-22,3100,pombal,PT,850007377
895,Elliot Anguiano,2004-03-22,3100,pombal,PT,NULL
896,Breann Delapenha,2004-03-22,2475,benedita,PT,543871308
897,Marcellin Kellett,2004-10-28,2415,leiria,PT,123778337
898,Darcie Winder,2005-01-20,2415,leiria,PT,614031448
899,Masood Landrum,2005-02-11,2350,torres novas,PT,326787416
900,Angelique Gepner,2005-11-29,2405,maceira,PT,NULL
901,Granville Menge,2005-12-05,2490,ourém,PT,442750467
902,Tyshawn Blumenstein,2006-01-11,3100,pombal,PT,782554768
903,Hallie Vanwyck,2006-01-11,2430,marinha grande,PT,NULL
904,Damon Gurnett,2006-01-24,2500,caldas da rainha,PT,043173857
905,Rosario Dummer,2006-02-23,2504,caldas da rainha,PT,577852467
906,Tanja Dampf,2006-03-17,2445,martingança,PT,NULL
907,Angeline Kohout,2006-03-21,2495,fátima,PT,070414035
908,Christoper Agustine,2006-03-28,2430,marinha grande,PT,NULL
909,Floyd Mense,2006-07-12,2425,leiria,PT,NULL
910,Thane Gerbi,2007-01-31,4770,pousada de saramagos,PT,078166316
911,Antonello Prunier,2007-03-12,4805,guimarães,PT,NULL
912,Giuliano Ioli,2007-03-12,4800," guimaraes",PT,872083403
913,Amador Ledford,2004-03-22,2430,marinha grande,PT,140661247
914,Benjamin Galin,2004-03-22,2500,caldas da rainha,PT,175038348
915,Briscoe Kalahiki,2004-03-22,,benedita,PT,851835626
916,Addy Dickson,2004-03-22,2025,amiais de baixo,PT,245742352
917,Yorick Kon,2004-03-22,,benedita,PT,437558046
918,Graham Royce,2004-03-22,2475,benedita,PT,132600360
919,Alberta Delmage,2004-03-22,2420,leiria,PT,NULL
920,Shonna Babb,2004-03-22,2495,fatima,PT,NULL
921,Laverne Defabio,2004-12-13,3240,santiago da guarda,PT,066210805
922,Leeroy Cantore,2006-08-07,2420,leiria,PT,328300256
923,Haskell Mclendon,2006-08-14,4810,guimarães,PT,270387052
924,Vasant Rodkey,2006-09-13,4830,póvoa de lanhoso,PT,NULL
925,Hatty Drzewiecki,2006-09-22,4801,guimarães,PT,108771731
926,Janele Musco,2006-10-06,4705,braga,PT,NULL
927,Washington Rabil,2006-10-09,3100,pombal,PT,606480547
928,Chloe Stroik,2006-10-24,4750,barcelos,PT,NULL
929,Jewell Garis,2006-10-25,3240,ansião,PT,213751658
930,Adelaide Siegwarth,2006-11-07,4770,pousada saramagos,PT,474780120
931,Sherilyn Dole,2007-01-15,4810,abação,PT,153780607
932,Sanchia Roddick,2007-02-15,4810,guimarães,PT,837842527
933,Vickey Backman,2007-02-28,3100,pombal,PT,NULL
934,Sylvana Carlise,2007-03-23,4760,v. n. famalicão,PT,712418708
935,Raimund Drehm,2007-04-10,4750,barcelos,PT,266625266
936,Bishop Touchette,2007-04-18,4710,braga,PT,770123330
937,Perlie Lewis,2007-04-20,4755,bastuço s. joão - barcelos,PT,NULL
938,Ayanna Choquette,2007-05-29,4711,braga,PT,NULL
939,Kanti Marinella,2007-06-01,4835,guimarães,PT,162786142
940,Bartholomew Westrope,2007-06-01,4835,guimarães,PT,NULL
941,Githa Baronne,2007-06-08,4770,vila nova famalicão,PT,NULL
942,Earlene Salesses,2007-06-21,4750,barcelos,PT,NULL
943,Korbin Rietz,2007-06-27,2500,caldas da rainha,PT,857300763
944,Lothaire Reau,2007-06-28,4770,pousada de saramagos,PT,762567474
945,Devika Tornese,2007-07-12,4731,vila verde,PT,837864111
946,Neta Eckerman,2007-09-03,4700,braga,PT,468765765
947,Valorie Sauredo,2007-09-06,4760,v.n. famalicão,PT,102354010
948,Stephane Tidrington,2007-09-27,4805,vila nova de sande,PT,NULL
949,Lorna Rodtka,2007-10-01,4715,braga,PT,874124053
950,Tarquin Sinisi,2007-10-04,4801,guimaraes,PT,612837802
951,Demetrio Rozas,2007-10-08,4810,guimaraes,PT,725827512
952,Sepp Terrero,2007-10-22,2425,leiria,PT,764485643
953,Cleopatra Alarcon,2007-10-22,2500,caldas da rainha,PT,185815434
954,Dempsey Degori,2007-11-28,4835,guimarães,PT,050654166
955,Ralphie Stolzenberg,2008-02-14,4700,braga,PT,872841020
956,Julian Vanskike,2008-02-19,2425,leiria,PT,268012641
957,Caryn Allwood,2008-02-19,4810,guimaraes,PT,401440444
958,Jimmie Blow,2008-03-21,4700,braga,PT,451533805
959,Amar Spease,2008-03-27,4700,braga,PT,NULL
960,Travers Lunz,2008-03-28,4810,guimarães,PT,865473038
961,Lorenz Ostby,2008-04-01,4764,v.n. famalicão,PT,274232730
962,Leigh Dubiel,2008-04-02,4810,guimarães,PT,476080778
963,Gotthard Meschino,2008-05-08,2510,obidos,PT,025444611
964,Alexa Aldana,2008-06-09,4805,guimarães,PT,775805584
965,Lorayne Schiffelbein,2008-07-02,4835,guimarães,PT,153153843
966,Manuela Levites,2008-07-08,2415,leiria,PT,737032627
967,Claudie Bormet,2008-07-09,3100,pombal,PT,NULL
968,Kristeen Kakudji,2008-07-29,2460,alcobaça,PT,033230506
969,Saturnina Loreto,2008-08-07,4805,guimaraes,PT,108380432
970,Lexia Bergreen,2008-09-18,3100,pombal,PT,512056673
971,Luca Redfear,2008-09-22,3130," vila nova da rainha",PT,328462275
972,Bruna Greynolds,2008-10-22,4820,fafe,PT,673621254
973,Edmundo Antrobus,2008-10-31,2495,fatima,PT,NULL
974,Lorn Bradshaw,2008-11-10,4805,guimaraes,PT,NULL
975,Cyan Neiss,2008-11-25,2420,leiria,PT,414364541
976,Walt Rubright,2008-12-04,4905," barcelos",PT,710304856
977,Porfirio Kamalii,2008-12-18,2520,peniche,PT,233336776
978,Marc Friesner,2009-01-29,4750,trofa,PT,NULL
979,Chandrakanta Dazey,2009-02-20,3130,vinha da rainha,PT,652581782
980,Elma Nuxoll,2009-02-20,2475,benedita,PT,111023776
981,Ahmad Spingola,2009-05-08,4760,fradelos,PT,NULL
982,Cadence Hughston,2009-05-12,4815,vizela,PT,701010518
983,Heber Laumea,2009-05-21,4740,esposende,PT,NULL
984,Fawn Butala,2009-10-09,4810,guimarães,PT,511033218
985,Genevieve Ceballos,2009-10-28,4805,guimarães,PT,308502728
986,Rebekka Jaworski,2009-10-30,4705,braga,PT,863270008
987,Lashanda Cancio,2009-11-10,4810,guimaraes,PT,128320611
988,Sade Boryszewski,2009-11-12,2475,benedita,PT,628066651
989,Philip Maberry,2009-12-03,2415,leiria,PT,552152030
990,Renate Demott,2010-01-20,4700,braga,PT,NULL
991,Antwan Laurino,2010-01-28,1150,lisboa,PT,225343277
992,Prakash Sirolli,2010-04-14,4806,caldas das taipas - gmr,PT,063864182
993,Pankraz Mykins,2004-11-12,2080,benfica do ribatejo,PT,NULL
994,Bryanna Athey,2004-11-25,2070,cartaxo,PT,516531668
995,Fahd Jochum,2005-01-28,2005,santarém,PT,666447225
996,Mariella Maywood,2005-02-11,2560,silveira,PT,025588721
997,Aggie Fadel,2005-05-05,2580,cadafaias,PT,154107455
998,Lilac Crawley,2005-10-14,2040,rio maior,PT,383413704
999,Connie Rieger,2005-11-03,2005,santarém,PT,NULL
1000,Meadow Danielovich,2005-12-05,2300,tomar,PT,NULL
1001,Jada Pico,2005-12-30,2050,azambuja,PT,012888032
1002,Madeleine Malicoat,2006-02-06,2070,cartaxo,PT,NULL
1003,Cecily Hanzlik,2006-04-19,2300,tomar,PT,788144714
1004,Leoncio Dimpson,2006-07-12,2040,rio maior,PT,874137730
1005,Obie Tegeler,2007-01-29,2350,torres novas,PT,763080725
1006,Hilbert Irland,2004-11-05,2001,santarém,PT,732841678
1007,Amani Denis,2004-09-20,2000,santarem,PT,NULL
1008,Andrew Ritz,2004-11-05,2055,santarém,PT,NULL
1009,Irving Clain,2004-03-22,2200,alferrarede,PT,821627171
1010,Dequan Michelstein,2004-05-18,2080,santarém,PT,NULL
1011,Jacopo Boenig,2006-07-20,7540,"santiago do cacém ",PT,621473330
1012,Nadim Konetchy,2006-10-13,2000,santarém,PT,232802773
1013,Dejuan Lapusnak,2006-12-15,2135,samora correia,PT,548775276
1014,Sandrine Landan,2007-02-22,2350,torres novas,PT,136680326
1015,Palmira Nan,2007-06-27,2985,pegoes,PT,657541050
1016,Shon Victor,2008-02-15,2200,abrantes,PT,703801444
1017,Cymbeline Neiling,2008-02-27,2200,abrantes,PT,620357524
1018,Alyssia Yarde,2008-03-17,2200,abrantes,PT,572185210
1019,Maricela Fiaschetti,2008-04-11,2005,santarém,PT,665155067
1020,Reese Zakutney,2008-07-22,2495,fátima,PT,717133273
1021,Curtiss Kilbride,2008-08-13,2040,rio maior,PT,718768005
1022,Geena Onezne,2009-05-19,2350,torres novas,PT,345316530
1023,Devon Sansing,2010-06-07,2005,santarém,PT,707058608
1024,Cristy Molla,2011-02-01,2630,arruda dos vinhos,PT,NULL
1025,Bethany Extine,2011-11-15,2140,parreira,PT,NULL
1026,Trista Brodzik,2012-04-24,2300,tomar,PT,677011000
1027,Gianluca Helgager,2012-07-05,2410,barreira - leiria,PT,476335718
1028,Hans Havice,2012-10-18,2005,santarém,PT,NULL
1029,Johnathan Kostek,2013-05-27,2430,marinha grande,PT,NULL
1030,Rameshwar Mazurek,2013-06-06,2475,benedita,PT,677445653
1031,Bryant Cosca,2013-08-26,2425,monte redondo lra,PT,562448337
1032,Marilynn Lotempio,2013-09-04,2205,s. miguel do rio torto,PT,124340605
1033,Vanessa Stein,2013-09-30,2300,tomar,PT,121175061
1034,Josephe Vavricek,2013-12-13,2431,marinha grande,PT,715384816
1035,Patrizia Branham,2014-02-28,2140,parreira,PT,NULL
1036,Kristoffer Pascarelli,2014-04-03,2425,leiria,PT,NULL
1037,Achim Cadmus,2014-11-05,2350,torres novas,PT,NULL
1038,Rabab Cauble,2015-01-29,2580,carregado,PT,NULL
1039,Edric Raulino,2015-05-05,2420,caranguejeira,PT,550855473
1040,Alyx Lohnes,2015-05-15,2415,"leiria ",PT,621681675
1041,Marlon Bari,2015-08-28,2430,marinha grande,PT,NULL
1042,Kelsi Mcquaid,2015-09-03,2205,s. miguel do rio torto,PT,070721015
1043,Raza Konecny,2015-11-05,2380,vila moreira (alcanena),PT,710010880
1044,Arne Kiekbusch,2016-01-21,2415,leiria,PT,NULL
1045,Orsino Rusich,2016-04-04,2080,almeirim,PT,NULL
1046,Marjorie Timchula,2016-04-26,3240,ansião,PT,NULL
1047,Ridley Roik,2016-05-20,2550,cadaval,PT,NULL
1048,Adalberto Ikard,2016-06-16,2430,marinha grande,PT,687270613
1049,Valentina Braziel,2016-07-25,2431,marinha-grande,PT,476367861
1050,Windell Hanzl,2016-09-02,"3240 ",avelar - ansião,PT,011512167
1051,Tito Scalet,2016-10-11,2490,ourém,PT,NULL
1052,Munroe Dehoyos,2016-10-14,2500,caldas da rainha,PT,513820136
1053,Brandyn Sukut,2017-03-16,2460,coz  alcobaça,PT,234241183
1054,Annetta Lesure,2017-07-11,2500,"caldas da rainha ",PT,NULL
1055,Horst Celaya,2017-07-13,2405,leiria,PT,545120507
1056,Suzie Tijernia,2017-11-08,2500,"caldas da rainha ",PT,858136154
1057,Olalla Hanusey,2017-11-15,2520,peniche,PT,676722200
1058,Dwain Atta,2018-01-26,2475,benedita,PT,NULL
1059,Cleve Giulioli,2018-02-16,3105,carriço,PT,NULL
1060,Robin Mongeau,2018-07-04,2460,alcobaça,PT,541111213
1061,Odalys Nicolaus,2019-01-16,2480,porto de mós,PT,NULL
1062,Shaniqua Crossman,2019-04-23,2005,santarém,PT,NULL
1063,Lexi Leithoff,2019-05-27,3260,figueiró dos vinhos,PT,NULL
1064,Edwyna Gnagey,2019-08-01,2460,"cela -  alcobaça ",PT,NULL
1065,Chiumbo Tuman,2004-03-22,7301,portalegre,PT,NULL
1066,Macario Dooley,2005-11-21,7400,ponte de sor,PT,051185756
1067,Gomer Deross,2009-02-25,6040,gavião,PT,NULL
1068,Seward Barabas,2009-11-10,7400,ponte de sor,PT,073087642
1069,Theobald Cione,2010-02-12,7460,fronteira,PT,NULL
1070,Arienne Rever,2011-11-09,7400,ponte de sor,PT,NULL
1071,Philippa Tompson,2013-02-04,7300,.,PT,NULL
1072,Danette Lichlyter,2014-09-23,2490,ourem,PT,NULL
1073,Tyra Spruance,2014-10-14,7350,elvas,PT,NULL
1074,Lodovico Rebolloso,2015-01-29,7350,elvas,PT,NULL
1075,Selena Brownie,2015-02-13,2130,benavente,PT,071861664
1076,Shawanda Blitch,2015-02-23,2135,samora correia,PT,827236751
1077,Salah Kleve,2018-11-26,9500,"ponta delgada ",PT,NULL
1078,Ermtraud Rist,2019-04-03,7440,alter do chão,PT,NULL
1079,Maryjo Renwick,2019-05-09,7400,ponte de sor,PT,253274210
1080,Pran Blachowski,2004-03-22,7520,sines,PT,862288607
1081,Henrike Peete,2005-06-29,2900,setubal,PT,012253011
1082,Verda Frankforter,2004-05-18,2910,setubal,PT,601272614
1083,Hajar Mcloy,2004-06-09,2910,setubal,PT,728735753
1084,Vincenzo Stamer,2005-02-11,2840,seixal,PT,104484567
1085,Crocifissa Gutkin,2005-02-11,2970,castelo ssb,PT,658630127
1086,Saffie Conlon,2005-11-21,2910,setubal,PT,316442058
1087,Lalage Meneley,2005-11-22,7520,sines,PT,570263571
1088,Kato McLennan,2006-02-06,2900,setubal,PT,341171046
1089,Maddison Cheshire,2006-03-10,7565,alvalade,PT,657513553
1090,Mckinley Neyer,2006-03-23,2950,palmela,PT,436128226
1091,Donatello Merkus,2006-09-21,,sesimbra,PT,218442257
1092,Terri Prestley,2006-09-27,2825,almada,PT,755702055
1093,Emile Schnittker,2006-11-07,2890,alcochete,PT,652081563
1094,Wynnie Jurgenson,2006-11-21,2830,coina,PT,NULL
1095,Emil Ximenez,2006-11-23,7500," vila nova de santo andré",PT,NULL
1096,Catina Santander,2007-03-01,2970,sesimbra,PT,807183426
1097,Manuel Dilda,2007-04-16,2810,almada,PT,360668142
1098,Helmut Accosta,2007-04-23,2900,setubal,PT,NULL
1099,Delmar Halpain,2007-10-25,2904,setubal,PT,NULL
1100,Lucienne Wichert,2007-12-06,2840,aldeia de paio pires,PT,566036072
1101,Nicki Pannebaker,2008-04-23,2910,setubal,PT,110040253
1102,Rueben Charping,2008-07-14,2845,amora,PT,NULL
1103,Azucena Rettig,2008-10-31,2860,moita,PT,453312078
1104,Jamel Tango,2009-05-19,2826,caparica,PT,373867707
1105,Suhail Dapice,2009-06-05,2825,costa da caparica,PT,340032862
1106,Bryana Waldoch,2009-12-18,7520,sines,PT,356588553
1107,Ron Snyder,2010-02-04,2840,arrentela,PT,NULL
1108,Winston Keodalah,2010-03-04,2831,barreiro,PT,042433617
1109,Jervis Winik,2010-07-14,2855,corroios,PT,NULL
1110,Madeleine Faulkenbury,2011-02-23,2890,alcochete,PT,378456726
1111,Leigh Desamito,2011-02-25,2890,alcochete,PT,NULL
1112,Gaspare Timoteo,2011-07-19,2855,corroios,PT,404352587
1113,Palmiro Alarid,2011-12-05,2950,palmela,PT,835737537
1114,Eutropio Vellucci,2011-12-07,2800,almada,PT,NULL
1115,Evon Muney,2012-01-03,2820,charneca caparica,PT,NULL
1116,Pierina Crossfield,2012-02-13,2910,setúbal,PT,NULL
1117,Macie Badey,2012-07-13,2840,aldeia paio pires,PT,NULL
1118,Marcellin Schiavone,2013-01-28,2835,lavradio,PT,NULL
1119,Izetta Knipfel,2013-05-07,2910,pontes,PT,310466674
1120,Keila Cropsey,2013-10-08,2901,setúbal,PT,621051542
1121,Mirza Simoneaux,2014-07-01,,NULL,PT,373854151
1122,Trent Measeck,2014-09-16,2910,setúbal,PT,536526818
1123,Lorne Pavlak,2014-10-14,2820,charneca da caparica,PT,154385027
1124,Columbano Nilsby,2014-10-22,2870,montijo,PT,125018012
1125,Murry Oguinn,2015-02-03,2830,barreiro,PT,378678530
1126,Husayn Marotta,2015-05-04,2840,seixal,PT,376737234
1127,Larkin Cansino,2015-05-04,7520,sines,PT,NULL
1128,Donata Deneui,2015-06-04,2870,montijo,PT,NULL
1129,Bysshe Nydam,2016-05-25,2910,setúbal,PT,086416016
1130,Bertina Zutell,2016-10-20,2830,barreiro,PT,NULL
1131,Hussein Kallen,2017-04-13,2910,setúbal,PT,NULL
1132,Kiara Ferracioli,2017-04-17,3081,figueira da foz,PT,310565575
1133,April Akhavan,2017-04-27,2951,palmela,PT,022030751
1134,Trudi Lecaros,2017-05-19,2910,setúbal,PT,NULL
1135,Nyah Iglehart,2017-12-19,2805,almada,PT,NULL
1136,Vesta Ferer,2018-01-31,2901,setúbal,PT,757475651
1137,Linden Reef,2018-03-14,7520,sines,PT,NULL
1138,Sofia Huereca,2018-09-11,2901,setúbal,PT,210235067
1139,Guillermin Breitung,2018-09-20,2901,setúbal,PT,343247483
1140,Frederica Hanan,2018-10-25,2810,almada,PT,381348700
1141,Brigit Richel,2019-01-08,2901,setúbal,ES,608432603
1142,Timothee Butkus,2019-02-05,2901,setúbal,PT,026375277
1143,Viviana Biddix,2019-03-11,2901,setúbal,PT,380825662
1144,April Tariq,2019-03-28,2985,pegões,PT,642411452
1145,Rodolfo Pullom,2005-03-23,9500,ponta delgada,PT,534306167
1146,Rilla Teitsort,2017-08-30,9600,"ribeira grande - açores ",PT,556500447
1147,Catherina Feehly,2017-09-06,9560,lagoa,PT,856570631
1148,Aaron Fitzgibbon,2018-04-05,9700,angra do heroísmo,PT,NULL
1149,Lareyna Rittle,2004-03-22,9500,ponta delgada,PT,358706381
1150,Chita Nachman,2004-05-11,9760,praia da vitória,PT,NULL
1151,Valencia Llams,2004-06-09,9900,horta,PT,NULL
1152,Major Stehly,2007-11-14,9500,livramento,PT,NULL
1153,Sherwood Bozych,2009-06-05,9560,lagoa - ilha de s.miguel,PT,178417335
1154,Waymon Varghese,2009-09-30,9504,ponta delgada,PT,158566147
1155,Nadja Spueler,2010-02-17,9500,acores,PT,523817355
1156,Bertina Vanderstappen,2010-04-14,4815,vizela,PT,162068867
1157,Jon Poalino,2010-04-28,4815,vizela,PT,215733181
1158,Raphael Materna,2010-05-20,4720,lago-amares,PT,178544036
1159,Tisha Shastri,2010-07-01,9560,açores,PT,813312537
1160,Gottschalk Mashiah,2010-07-28,4816,guimarães,PT,360570670
1161,Clifton Spenst,2010-08-16,4431,guimarães,PT,862484784
1162,Phemie Schriber,2010-08-19,3240,ansião,PT,004752313
1163,Aldo Emrich,2010-10-12,2415,leiria,PT,744735080
1164,Maryellen Drebes,2010-10-18,2480,leiria,PT,564366208
1165,Netta Zollinger,2010-10-25,2350,torres novas,PT,260172646
1166,Bonnie Sticher,2010-11-12,4805,sande s. lourenço,PT,850304531
1167,Evelyn Burkhardt,2011-01-26,3240,santiago da guarda,PT,188188477
1168,Harris Dreyfuss,2011-03-03,4750,barcelos,PT,251481711
1169,Rafael Imlay,2011-03-11,4700,padim da graça,PT,NULL
1170,Ranya Kipp,2011-03-22,2425,leiria,PT,NULL
1171,Godfrey Kasting,2011-03-31,9700,angra do heroismo,PT,767156818
1172,Landon Mccollough,2011-05-04,4800,guimarães,PT,810407857
1173,Jered Wetmore,2011-05-10,9500,"ponta delgada - açores ",PT,650547415
1174,Brielle Montazami,2011-05-27,1800,lisboa,PT,NULL
1175,Giulio Parham,2011-05-31,4715,braga,PT,006837071
1176,Diego Thall,2011-06-13,,cabezon de la sal,ES,181624758
1177,Saundra Barrowman,2011-08-02,2415,leiria,PT,343811307
1178,Sefton Ericksen,2011-08-18,4610,felgueiras,PT,683352406
1179,Moreen Drentlaw,2011-11-23,4705,aveleda,PT,NULL
1180,Judy Burchette,2012-01-05,4820,fafe,PT,253405287
1181,Loreto Krizek,2012-02-13,3100,pombal,PT,104807102
1182,Girolamo Maciel,2012-03-21,4730,pico de regalados,PT,280850645
1183,Romano Redican,2012-03-27,4700,braga,PT,575048008
1184,Ralphie Mettille,2012-06-14,4755,barcelos,PT,840238511
1185,Regena Kory,2012-08-21,4770,.,PT,121053004
1186,Misty Courser,2012-09-27,4800,guimarães,PT,NULL
1187,Wynne Daubert,2012-11-30,4820,fafe,PT,088858284
1188,Ginette Milelr,2012-12-21,4835,guimarães,PT,005444415
1189,Maura Hjalmarson,2013-01-11,4700,braga,PT,271114375
1190,Armand Palacois,2013-02-15,4815,caldas de vizela,PT,317875218
1191,Gafar Ausiello,2013-03-25,4715,braga,PT,047045144
1192,Cinzia Faughnan,2013-04-10,4730,braga,PT,418176651
1193,Eldred Gross,2013-04-19,4830,taíde,PT,151633780
1194,Chiquita Andreen,2013-05-15,4760,delães,PT,481840533
1195,Walt Bonato,2013-05-15,4815,vizela,PT,111218617
1196,Zechariah Groden,2013-05-15,4805,guimarães,PT,187678737
1197,Pratap Pachar,2013-05-17,4830,póvoa de lanhoso,PT,804687220
1198,Marybelle Seajack,2013-05-22,4755,barcelos,PT,312217705
1199,Sammie Leingang,2013-09-04,4770,joane - vila nova de famalicão,PT,527130573
1200,Marcelino Poland,2013-09-26,4830,fonte arcada pvl,PT,417360631
1201,Paola Mcgavock,2013-10-01,4755,"barcelos ",PT,NULL
1202,Adamo Graybeal,2013-10-01,4750,"barcelos ",PT,NULL
1203,Rowena Magoon,2013-10-02,4764,vila nova de famalicão,PT,747120228
1204,Judy Pandya,2013-11-21,4810,guimarães,PT,880456207
1205,Lynsey Rotella,2013-12-11,4835,guimarães,PT,530305734
1206,Loreen Chisem,2014-01-06,4730,vila verde,PT,886231086
1207,Collyn Azzano,2014-01-21,4470,maia,PT,841488420
1208,Hakim Flewellen,2014-01-21,4805,guimarães,PT,827365286
1209,Selma Minnich,2014-01-22,4820,arões sº romão -fafe,PT,NULL
1210,Noelle Stingle,2014-02-06,4810,guimarães,PT,254216803
1211,Odie Tarter,2014-02-26,4800,"guimaraes ",PT,NULL
1212,Leonhard Wiggins,2014-03-20,4750,"oliveira - barcelos ",PT,030048064
1213,Shakti Steege,2014-04-11,4750,sº verissimo - barcelos,PT,713558414
1214,Norah Klie,2014-04-30,4800,guimarães,PT,781220626
1215,Dotty Lebarge,2014-05-08,4805,barco - guimaraes,PT,454678871
1216,Felecia Deglanville,2014-05-22,4730,vila verde,PT,864325472
1217,Spring Sheil,2014-05-28,4760,lousado,PT,215351214
1218,Kamal Schurkamp,2014-07-01,4805,vila nova de sande - guimaraes,PT,NULL
1219,Helmuth Doing,2014-07-16,4810,pinheiro,PT,270870657
1220,Alberta Zemaitis,2014-07-24,4710,braga,PT,NULL
1221,Gervaise Kremen,2014-07-25,4801,guimarães,PT,088524217
1222,Shirley Blice,2014-08-21,4755,barcelos,PT,274015657
1223,Luitger Streeper,2014-09-12,4720,amares,PT,035332601
1224,Gilda Simensky,2014-10-09,4820,fafe,PT,370545682
1225,Timmy Bueckers,2014-10-10,4830,garfe,PT,153652416
1226,Diethelm Malkowski,2014-11-11,4805,guimaraes,PT,NULL
1227,Ted Battaglini,2014-11-28,4800,guimarães,PT,325787186
1228,Barthelemy Lascano,2014-12-04,P,rio meão,PT,882306204
1229,Lawahiz Shewmake,2014-12-09,4730,NULL,PT,NULL
1230,Sunday Minnis,2015-01-07,4815,vizela,PT,446734512
1231,Mamie Mcbrien,2015-01-30,4715,braga,PT,750440561
1232,Madonna Passini,2015-02-06,4805,vermil-gmr,PT,254154768
1233,Atilio Mcculley,2015-02-23,4835,guimarães,PT,845670118
1234,Earline Sourlis,2015-03-24,4810,guimaraes,PT,710621732
1235,Felisha Dishman,2015-04-06,4710,braga,PT,086671711
1236,Damon Newmeyer,2015-04-14,4830,povoa de lanhoso,PT,803602885
1237,Marshal Hackl,2015-05-04,4835,selho sª jorge - guimaraes,PT,511617152
1238,Nicodeme Loudermilk,2015-05-29,4700,braga,PT,525224828
1239,Hewie Agrios,2015-06-19,4820,fafe,PT,384341380
1240,Santiago Rubner,2015-06-25,4830,povoa de lanhoso,PT,116854135
1241,Tilly Amderson,2015-08-19,4700,braga,PT,275823066
1242,Nacho Hamper,2015-09-22,4805,NULL,PT,835476124
1243,Evelyn Ennenga,2015-09-28,4805,guimarães,PT,376888773
1244,Devika Lagan,2005-06-29,1000,lisboa,PT,622827128
1245,Samira Dunzelman,2006-01-24,2780,porto salvo,PT,258073307
1246,Ananda Braegelmann,2006-03-15,1050,lisboa,PT,102473436
1247,Cesar Mender,2006-04-18,2740,porto salvo,PT,428841306
